starttime	seconds	ctime	dtime	ttime	wait
Fri Dec 15 14:32:57 2017	1513344777	60	51	111	47
Fri Dec 15 14:32:21 2017	1513344741	55	56	111	50
Fri Dec 15 14:33:13 2017	1513344793	58	52	111	48
Fri Dec 15 14:33:11 2017	1513344791	45	65	111	57
Fri Dec 15 14:32:23 2017	1513344743	58	53	111	49
Fri Dec 15 14:32:39 2017	1513344759	45	66	111	59
Fri Dec 15 14:32:36 2017	1513344756	58	53	111	49
Fri Dec 15 14:32:31 2017	1513344751	57	55	111	48
Fri Dec 15 14:31:57 2017	1513344717	43	68	111	60
Fri Dec 15 14:32:10 2017	1513344730	59	53	111	49
Fri Dec 15 14:33:17 2017	1513344797	62	50	111	45
Fri Dec 15 14:33:03 2017	1513344783	60	52	111	48
Fri Dec 15 14:32:02 2017	1513344722	52	60	112	47
Fri Dec 15 14:32:07 2017	1513344727	49	63	112	57
Fri Dec 15 14:31:53 2017	1513344713	52	60	112	49
Fri Dec 15 14:31:52 2017	1513344712	60	52	112	48
Fri Dec 15 14:33:09 2017	1513344789	59	53	113	49
Fri Dec 15 14:32:13 2017	1513344733	60	53	113	51
Fri Dec 15 14:32:38 2017	1513344758	60	53	113	49
Fri Dec 15 14:32:20 2017	1513344740	56	58	113	50
Fri Dec 15 14:32:20 2017	1513344740	62	52	113	48
Fri Dec 15 14:33:29 2017	1513344809	61	53	114	49
Fri Dec 15 14:32:56 2017	1513344776	46	69	114	46
Fri Dec 15 14:32:53 2017	1513344773	62	52	114	48
Fri Dec 15 14:33:23 2017	1513344803	61	54	114	48
Fri Dec 15 14:33:30 2017	1513344810	60	54	115	47
Fri Dec 15 14:32:13 2017	1513344733	48	67	115	49
Fri Dec 15 14:32:09 2017	1513344729	49	66	115	48
Fri Dec 15 14:32:58 2017	1513344778	58	58	115	46
Fri Dec 15 14:32:44 2017	1513344764	56	60	115	51
Fri Dec 15 14:32:03 2017	1513344723	53	63	116	58
Fri Dec 15 14:32:55 2017	1513344775	65	51	116	47
Fri Dec 15 14:33:05 2017	1513344785	67	50	117	45
Fri Dec 15 14:32:36 2017	1513344756	54	63	117	63
Fri Dec 15 14:32:13 2017	1513344733	66	51	117	45
Fri Dec 15 14:32:37 2017	1513344757	49	69	117	63
Fri Dec 15 14:32:21 2017	1513344741	58	60	117	55
Fri Dec 15 14:32:31 2017	1513344751	55	62	118	57
Fri Dec 15 14:31:53 2017	1513344713	66	52	118	47
Fri Dec 15 14:33:15 2017	1513344795	51	68	118	64
Fri Dec 15 14:33:13 2017	1513344793	65	53	118	49
Fri Dec 15 14:31:51 2017	1513344711	64	55	119	50
Fri Dec 15 14:33:15 2017	1513344795	50	70	120	70
Fri Dec 15 14:31:49 2017	1513344709	51	69	120	62
Fri Dec 15 14:32:41 2017	1513344761	67	53	120	47
Fri Dec 15 14:31:50 2017	1513344710	45	75	120	71
Fri Dec 15 14:32:33 2017	1513344753	70	50	121	46
Fri Dec 15 14:33:21 2017	1513344801	68	53	121	46
Fri Dec 15 14:32:11 2017	1513344731	63	59	121	55
Fri Dec 15 14:32:12 2017	1513344732	68	54	121	52
Fri Dec 15 14:32:43 2017	1513344763	67	55	122	51
Fri Dec 15 14:32:38 2017	1513344758	64	60	124	55
Fri Dec 15 14:32:12 2017	1513344732	71	53	124	47
Fri Dec 15 14:32:04 2017	1513344724	71	53	124	49
Fri Dec 15 14:31:59 2017	1513344719	72	54	125	48
Fri Dec 15 14:31:56 2017	1513344716	74	52	126	48
Fri Dec 15 14:32:10 2017	1513344730	55	73	127	67
Fri Dec 15 14:32:44 2017	1513344764	56	72	128	66
Fri Dec 15 14:32:33 2017	1513344753	46	82	128	78
Fri Dec 15 14:32:13 2017	1513344733	49	79	128	79
Fri Dec 15 14:32:20 2017	1513344740	62	66	129	64
Fri Dec 15 14:32:34 2017	1513344754	79	51	130	45
Fri Dec 15 14:33:26 2017	1513344806	60	70	130	65
Fri Dec 15 14:33:19 2017	1513344799	72	63	135	57
Fri Dec 15 14:32:41 2017	1513344761	53	82	135	78
Fri Dec 15 14:32:33 2017	1513344753	45	91	136	90
Fri Dec 15 14:32:25 2017	1513344745	92	51	143	46
Fri Dec 15 14:32:26 2017	1513344746	46	99	144	99
Fri Dec 15 14:32:24 2017	1513344744	91	56	146	47
Fri Dec 15 14:32:27 2017	1513344747	101	50	151	45
Fri Dec 15 14:32:29 2017	1513344749	48	104	151	104
Fri Dec 15 14:32:29 2017	1513344749	102	50	152	45
Fri Dec 15 14:32:30 2017	1513344750	102	50	152	45
Fri Dec 15 14:32:29 2017	1513344749	100	52	152	47
Fri Dec 15 14:32:26 2017	1513344746	44	109	153	109
Fri Dec 15 14:32:29 2017	1513344749	48	105	153	105
Fri Dec 15 14:31:54 2017	1513344714	82	72	154	67
Fri Dec 15 14:32:28 2017	1513344748	104	50	154	45
Fri Dec 15 14:32:28 2017	1513344748	46	110	155	110
Fri Dec 15 14:32:28 2017	1513344748	44	112	156	112
Fri Dec 15 14:32:30 2017	1513344750	52	103	156	103
Fri Dec 15 14:32:30 2017	1513344750	45	111	156	111
Fri Dec 15 14:32:27 2017	1513344747	46	111	156	111
Fri Dec 15 14:31:51 2017	1513344711	105	53	157	47
Fri Dec 15 14:32:28 2017	1513344748	109	50	159	45
Fri Dec 15 14:33:24 2017	1513344804	84	77	161	71
Fri Dec 15 14:32:52 2017	1513344772	46	116	163	116
Fri Dec 15 14:32:24 2017	1513344744	56	107	163	107
Fri Dec 15 14:32:29 2017	1513344749	109	55	163	47
Fri Dec 15 14:32:26 2017	1513344746	109	56	165	52
Fri Dec 15 14:32:34 2017	1513344754	82	84	166	50
Fri Dec 15 14:32:24 2017	1513344744	124	54	177	49
Fri Dec 15 14:32:25 2017	1513344745	47	131	178	127
Fri Dec 15 14:32:27 2017	1513344747	147	50	197	46
Fri Dec 15 14:32:27 2017	1513344747	143	56	200	56
Fri Dec 15 14:32:26 2017	1513344746	147	56	203	47
Fri Dec 15 14:32:12 2017	1513344732	98	105	203	105
Fri Dec 15 14:32:27 2017	1513344747	144	61	205	54
Fri Dec 15 14:32:28 2017	1513344748	68	138	206	135
Fri Dec 15 14:32:30 2017	1513344750	155	56	212	46
Fri Dec 15 14:32:25 2017	1513344745	203	52	255	48
Fri Dec 15 14:32:12 2017	1513344732	191	104	295	104
