starttime	seconds	ctime	dtime	ttime	wait
Fri Dec 15 15:11:33 2017	1513347093	58	52	111	52
Fri Dec 15 15:12:13 2017	1513347133	49	62	111	62
Fri Dec 15 15:11:46 2017	1513347106	56	55	111	55
Fri Dec 15 15:12:22 2017	1513347142	48	63	111	63
Fri Dec 15 15:12:59 2017	1513347179	59	53	112	53
Fri Dec 15 15:13:08 2017	1513347188	60	52	112	50
Fri Dec 15 15:11:59 2017	1513347119	49	63	112	62
Fri Dec 15 15:12:04 2017	1513347124	62	50	112	49
Fri Dec 15 15:13:03 2017	1513347183	56	56	112	56
Fri Dec 15 15:11:48 2017	1513347108	51	62	113	59
Fri Dec 15 15:11:50 2017	1513347110	57	55	113	55
Fri Dec 15 15:11:58 2017	1513347118	54	59	113	59
Fri Dec 15 15:12:06 2017	1513347126	61	52	113	52
Fri Dec 15 15:11:59 2017	1513347119	66	47	113	46
Fri Dec 15 15:11:38 2017	1513347098	49	65	113	64
Fri Dec 15 15:11:57 2017	1513347117	60	53	113	53
Fri Dec 15 15:12:07 2017	1513347127	58	55	113	54
Fri Dec 15 15:12:46 2017	1513347166	47	66	113	66
Fri Dec 15 15:12:41 2017	1513347161	59	55	114	55
Fri Dec 15 15:11:53 2017	1513347113	62	52	114	52
Fri Dec 15 15:11:54 2017	1513347114	52	62	114	62
Fri Dec 15 15:12:34 2017	1513347154	68	47	115	45
Fri Dec 15 15:12:07 2017	1513347127	52	63	115	63
Fri Dec 15 15:11:37 2017	1513347097	62	53	115	51
Fri Dec 15 15:12:36 2017	1513347156	60	55	115	55
Fri Dec 15 15:13:00 2017	1513347180	69	47	115	47
Fri Dec 15 15:12:00 2017	1513347120	61	55	116	53
Fri Dec 15 15:12:13 2017	1513347133	65	52	117	51
Fri Dec 15 15:11:33 2017	1513347093	46	71	117	71
Fri Dec 15 15:13:08 2017	1513347188	62	55	117	55
Fri Dec 15 15:12:26 2017	1513347146	49	69	117	69
Fri Dec 15 15:11:32 2017	1513347092	53	65	118	65
Fri Dec 15 15:11:52 2017	1513347112	68	50	118	50
Fri Dec 15 15:13:04 2017	1513347184	53	65	118	63
Fri Dec 15 15:12:00 2017	1513347120	55	65	120	64
Fri Dec 15 15:12:54 2017	1513347174	61	59	120	59
Fri Dec 15 15:12:38 2017	1513347158	66	54	120	52
Fri Dec 15 15:11:58 2017	1513347118	73	48	121	48
Fri Dec 15 15:12:18 2017	1513347138	46	75	121	74
Fri Dec 15 15:12:49 2017	1513347169	55	67	122	67
Fri Dec 15 15:11:48 2017	1513347108	46	76	122	76
Fri Dec 15 15:12:03 2017	1513347123	68	55	122	55
Fri Dec 15 15:12:11 2017	1513347131	58	64	122	63
Fri Dec 15 15:11:41 2017	1513347101	77	48	125	48
Fri Dec 15 15:12:45 2017	1513347165	81	46	127	45
Fri Dec 15 15:11:49 2017	1513347109	78	49	127	48
Fri Dec 15 15:12:34 2017	1513347154	81	47	127	47
Fri Dec 15 15:11:40 2017	1513347100	72	56	128	56
Fri Dec 15 15:11:56 2017	1513347116	63	65	128	64
Fri Dec 15 15:11:52 2017	1513347112	85	47	131	47
Fri Dec 15 15:12:53 2017	1513347173	83	50	133	50
Fri Dec 15 15:11:54 2017	1513347114	47	86	133	79
Fri Dec 15 15:12:18 2017	1513347138	85	48	133	47
Fri Dec 15 15:12:18 2017	1513347138	87	46	133	45
Fri Dec 15 15:11:45 2017	1513347105	81	52	134	48
Fri Dec 15 15:12:25 2017	1513347145	86	49	134	46
Fri Dec 15 15:12:14 2017	1513347134	81	54	135	52
Fri Dec 15 15:11:45 2017	1513347105	72	63	135	63
Fri Dec 15 15:12:56 2017	1513347176	87	49	136	48
Fri Dec 15 15:12:53 2017	1513347173	61	75	137	75
Fri Dec 15 15:11:52 2017	1513347112	89	49	139	48
Fri Dec 15 15:11:56 2017	1513347116	74	68	143	68
Fri Dec 15 15:11:41 2017	1513347101	95	51	147	49
Fri Dec 15 15:12:00 2017	1513347120	63	84	147	83
Fri Dec 15 15:12:49 2017	1513347169	46	102	148	102
Fri Dec 15 15:12:27 2017	1513347147	100	48	148	47
Fri Dec 15 15:12:45 2017	1513347165	90	59	149	57
Fri Dec 15 15:13:08 2017	1513347188	56	94	149	94
Fri Dec 15 15:12:03 2017	1513347123	103	48	151	48
Fri Dec 15 15:12:28 2017	1513347148	102	49	151	48
Fri Dec 15 15:12:26 2017	1513347146	106	46	152	45
Fri Dec 15 15:12:07 2017	1513347127	65	87	152	87
Fri Dec 15 15:12:30 2017	1513347150	105	48	153	47
Fri Dec 15 15:11:33 2017	1513347093	47	107	154	107
Fri Dec 15 15:12:26 2017	1513347146	105	49	154	49
Fri Dec 15 15:13:06 2017	1513347186	73	81	154	81
Fri Dec 15 15:12:28 2017	1513347148	109	46	155	46
Fri Dec 15 15:12:30 2017	1513347150	47	108	155	108
Fri Dec 15 15:12:25 2017	1513347145	47	108	155	107
Fri Dec 15 15:12:29 2017	1513347149	44	111	156	111
Fri Dec 15 15:12:27 2017	1513347147	50	105	156	105
Fri Dec 15 15:12:29 2017	1513347149	47	109	156	109
Fri Dec 15 15:11:37 2017	1513347097	61	95	156	95
Fri Dec 15 15:12:28 2017	1513347148	47	109	156	109
Fri Dec 15 15:12:30 2017	1513347150	105	51	157	48
Fri Dec 15 15:12:27 2017	1513347147	46	111	157	111
Fri Dec 15 15:12:29 2017	1513347149	109	48	158	48
Fri Dec 15 15:12:29 2017	1513347149	48	110	158	110
Fri Dec 15 15:12:29 2017	1513347149	110	47	158	46
Fri Dec 15 15:12:26 2017	1513347146	48	111	158	111
Fri Dec 15 15:12:38 2017	1513347158	84	75	159	75
Fri Dec 15 15:12:30 2017	1513347150	50	109	159	109
Fri Dec 15 15:12:26 2017	1513347146	48	112	159	112
Fri Dec 15 15:12:28 2017	1513347148	44	115	159	115
Fri Dec 15 15:12:27 2017	1513347147	112	48	160	48
Fri Dec 15 15:12:28 2017	1513347148	110	51	160	51
Fri Dec 15 15:12:26 2017	1513347146	53	121	175	120
Fri Dec 15 15:12:24 2017	1513347144	129	47	176	47
Fri Dec 15 15:11:48 2017	1513347108	98	79	177	79
Fri Dec 15 15:12:25 2017	1513347145	48	142	189	141
Fri Dec 15 15:12:18 2017	1513347138	94	101	195	101
Fri Dec 15 15:12:25 2017	1513347145	105	116	221	116
